"","e11.sample1","e11.sample2","e11.sample3","e11.sample4","e11.sample5","e12.sample1","e12.sample2","e12.sample3","e12.sample4","e12.sample5","e12.sample6","e12.sample7","e13.sample1","e13.sample2","e13.sample3","e13.sample4","e13.sample5","e13.sample6","e13.sample7","e14.sample1","e14.sample2","e14.sample3","e14.sample4","delta_max_min","min","cluster"
"Acvr2b",0.841165601381052,1,0.989907541919909,0.977664672764434,0.899900460145037,0.532805790527113,0.428713651772603,0.506973357469042,0.44527789983574,0.284879300866575,0.375924932775086,0.277942376896219,0.119730477865371,0.0737501576906358,0.0997418028179493,0.147517021323302,0.0629456866374247,0.0820653626114341,0.298115608237899,0.0715801752153761,0,0.0113900395742933,0.0862553427985701,2.9875282723805,7.8109183934449,5
"Art5",0.917733427485418,0.960011855328046,0.88152860901662,1,0.854877506442999,0.492997657666917,0.478344500976664,0.54384963433143,0.369606625555024,0.215496738925705,0.138703129244595,0.154009823217306,0.0900666023377851,0.232455708322768,0.0249529156371012,0.219147750932586,0.233821393258628,0.0710568623042532,0.31556066437011,0.168182517068853,0.0435061560731809,0,0.0463717981546631,2.59352465634166,4.43330122134381,5
"Asb4",0.83028681639528,0.976450801242814,0.980965283153916,0.99101621533249,1,0.601632301639987,0.561735120475009,0.547498481968611,0.435001740725451,0.326013701691019,0.410133954669955,0.364172003373417,0.121506980971713,0.191093049661287,0.157857870120025,0.169054261782582,0.180299793980341,0.130863081546569,0.249014447293426,0.0687727871746181,0.0129374382701697,0.0332185539439571,0,4.52957676713932,9.5141654421074,5
"Cpa2",0.804515904632783,0.909510296801054,0.913362901588223,1,0.92527221158995,0.479518545626757,0.35413652661776,0.418014054145353,0.325518590106096,0.20105972965009,0.239490913854523,0.18453414297624,0.0598782542568143,0.0141469444886451,0.176768340747124,0.120830320276618,0.0707797775248372,0.0599991036407995,0.211260329259778,0,0.0210931388040701,0.00425972493121701,0.0699665709871164,4.8476048127872,6.03118254507079,5
"Cyp26b1",0.806593209315031,0.973606516801271,0.969902320315092,1,0.962702096318574,0.643308687462414,0.52663667860498,0.597903137607182,0.511464245290838,0.474991458977418,0.543579276064156,0.495532836896374,0.357706666910906,0.289359263226074,0.425826772419289,0.329895230269768,0.413627517419629,0.315071809478285,0.35468403969167,0.110346730028514,0,0.365878279288026,0.399495434536357,4.90664228806397,9.55680667702202,5
"Dusp9",0.845232695417121,0.953036585339831,0.954426700702286,1,0.94929419601943,0.598070782835735,0.546759321334507,0.588033766934558,0.524045398385901,0.415616451761697,0.514845201949123,0.45902649409075,0.232876606815387,0.306723465816851,0.367817591668216,0.203242283452542,0.251593230405078,0.268446154904928,0.419169744043822,0.127469220330412,0,0.16965901489077,0.126679831141862,4.22613563391024,7.75532481753789,5
"Fgf8",0.605625137015035,0.807928067214389,0.829049157409939,1,0.999645171604195,0.524113570550878,0.510323859318485,0.567428907819346,0.404335765535397,0.27023374786298,0.335841037999554,0.245496791000392,0.0801395297148245,0,0.129296134669961,0.0702033763827749,0.142546275133566,0.125071651382883,0.319545843666072,0.147440589724521,0.0303142102613338,0.0415962836202039,0.0763185305511796,5.31245389438044,3.81154138446748,5
"Fignl2",0.759663989259962,0.960926138944062,0.94991927913196,1,0.907753205745223,0.348131324194347,0.343590113114203,0.412407513700442,0.300665238852206,0.151040084555839,0.164910639400293,0.154567136084382,0.0373844455672736,0.0560529610664909,0.105251392462556,0.168547640255458,0.154440058612557,0.139295577978426,0.40835133375352,0,0.00157219452800761,0.246429659941658,0.0887783786378022,3.03738683443109,8.03195945254507,5
"Gldc",0.727464843135017,0.912292857767863,0.927343821892929,1,0.916472014107025,0.453496153697419,0.452317372343823,0.522322212902315,0.398675347775381,0.355196836273056,0.298521152757125,0.289721786973232,0.0669194698903088,0.173531157350434,0.120578571305105,0.224016841505054,0.155008408401741,0.36200974529117,0.611869980292771,0.0582061506206645,0,0.47787040143701,0.451600965644123,4.27182974733183,5.75243965813661,5
"Gulo",0.913454821730246,0.977309686696543,0.988946571351539,0.955064104063181,1,0.692929700306192,0.543251080981753,0.63370119962581,0.549318381790639,0.446194165891506,0.493940326992063,0.280978027484488,0.228000884971208,0.23695886276033,0.283259241148145,0.276014509752145,0.335006215779968,0.198549527814379,0.389539955630688,0.0896285389504348,0.148888928983698,0,0.237227495700744,3.25826249064849,3.808615722394,5
"Hfm1",0.843072247896558,0.93964262692146,0.92262006057087,1,0.892947394048828,0.563039310236118,0.662231697988843,0.374347277036538,0.492769511345078,0.303053967787426,0.377409419881098,0.304691314325729,0.249939549258277,0.481714998967559,0.0328916568122859,0.203916820414566,0.177581960511798,0.164572206354357,0.429825649480027,0.196146907213942,0.35184159410146,0,0.0295911113709634,3.09162443262507,4.58951391021896,5
"Hsd11b2",0.918961752156555,0.979474058437089,0.970558681222203,1,0.945412755779855,0.666519807821008,0.621328751524938,0.627839323778163,0.521519870123222,0.337577085901327,0.374330890876613,0.285608935272132,0.16323437483405,0.13947077696396,0.256624725517884,0.259262634200892,0.256789885113081,0.2372305176577,0.472134943160837,0.143513562039537,0.0808408304642088,0,0.0427843784363625,6.14139664947083,5.77213471648754,5
"Mogat2",0.849899775434967,0.932845282755979,0.91924801958244,1,0.97531367730803,0.48717218049222,0.482033928886442,0.482481970155642,0.465631569921431,0.31990387683095,0.333279143407914,0.228409957745434,0.256367641035237,0.258187565163782,0.296946582063202,0.155057654975195,0.223836748636641,0.190456246993398,0.390973265403021,0.0671341610824359,0,0.151357628997415,0.124368345004599,4.21018248379814,4.72698418494347,5
"Pm20d1",0.775118287885241,0.883563544469725,0.846844772915417,0.890196749627422,1,0.338580475644317,0.32739706391138,0.488467724736358,0.284753593055818,0.305534073819326,0.322082342109375,0.35005998575043,0.122142101848757,0.111124170999259,0.0770052480627654,0.0990311930868078,0.122645072896586,0.0236363135873927,0.186703135510627,0.00807998947626637,0,0.0866911707838054,0.16471745590788,3.31742002116293,4.62155829676648,5
"Pmaip1",0.809942596521091,0.961495022824,0.952021171122366,1,0.962377019951397,0.44236413979363,0.407011847292691,0.415695927317988,0.369434458615269,0.119724753256614,0.219691290922932,0.243107384567953,0.120671501649097,0.182716716031256,0.243311961103132,0.0710338600146174,0,0.0824947458062071,0.353574312585635,0.095601382928531,0.118389570091268,0.196222441821956,0.165475611660594,4.25392092756949,7.72269424702767,5
"Trim71",0.842688105685595,0.969686671315319,0.942863336195486,1,0.937833688703198,0.483304632762347,0.442956649356057,0.540691256361839,0.443354840090466,0.265754926791593,0.285494409650255,0.275138555049634,0.0877034389188596,0.163617948967067,0.170576436218123,0.170450383419799,0.154243024885598,0.288588183122315,0.441445143824426,0,0.0634955225724609,0.230293742264081,0.138406202468758,4.59625493815421,4.96021087717058,5
"Bmpr1b",0.925739946386869,1,0.967552019562095,0.929704919808029,0.951446561798977,0.867918701997291,0.746286584671836,0.745009198938827,0.583548444336667,0.556283986311089,0.766872912239939,0.690894709224423,0.248004512403997,0.276293215219919,0.328674222660178,0.249380277129037,0.355663201778609,0.182789354835018,0.495315154992447,0.0749403786937548,0,0.329653406546128,0.409526145158495,3.26758978449795,8.16398797323149,5
"Chrdl1",0.870174490712461,0.93425603379114,0.943146452683348,0.948281868844574,1,0.732394008029273,0.586349427139789,0.529319552262012,0.413618477082091,0.374769756277226,0.536588284345822,0.523544375127426,0.183657720943696,0.259239012230362,0.153894518341233,0.173396499668203,0.194319142224906,0.0635870395143186,0.256029299679438,0.028483488913114,0,0.113263183041257,0.155847339691563,4.04506771550561,7.86519587821323,5
"Cyp26a1",0.611369616764827,0.798944033340898,0.798397428103938,0.941765096040688,1,0.57956970041338,0.613009444334947,0.562812822031919,0.418038300621354,0.635146253338616,0.527569827687312,0.500733914789248,0.0867266734140533,0.202512414671922,0.320995920261114,0.275913923105736,0.274810808821817,0.102556898989808,0.316566556163662,0.00583568342101751,0,0.286500746481757,0.310782357102362,4.14942271367732,4.08892780984791,5
"Ell3",0.832225940107281,0.933464635540809,0.977688529665413,0.966132576498701,1,0.771456648978318,0.607003015864971,0.70365256102703,0.565145020818732,0.653648286367074,0.647870587586578,0.559590760176342,0.268564971955135,0.227202136754644,0.444100837579215,0.255171132830575,0.290439224791618,0.21449280839501,0.488319692072662,0,0.0292475508639669,0.304364368744019,0.433526027451927,3.2815888039302,4.35213702262785,5
"Gdf7",0.797719542226461,1,0.985028946908659,0.855526572941118,0.884745618530271,0.66145577553825,0.682764334216149,0.641240871682111,0.531237395304767,0.391813926287183,0.326692489140479,0.0488138891693145,0.135944632784066,0,0.115954844568778,0.121169757829202,0.0883398840677118,0.092465567986123,0.204014647430548,0.107129937667895,0.158742465317378,0.095031847362468,0.0509247546574063,2.99070660726131,4.17299866790142,5
"Cntn2",0.888814052928316,0.98155220596245,0.984687625874185,0.96185496382497,1,0.90117182716484,0.810520472496965,0.846258208862141,0.641609614416937,0.6812240728234,0.528716303786729,0.401886405128157,0.588958967284681,0.401013239957076,0.514683476470584,0.525352672615712,0.6439107578116,0.389354453635293,0.436401001274094,0,0.00809161909746654,0.106457027169177,0.0399898534394414,2.04988891733762,5.63572901788329,5
"2810408A11Rik",0.956665104154875,0.960886449609268,1,0.966861166750312,0.864558267397179,0.725867677611803,0.636301774031689,0.671423997542861,0.557429818049988,0.422676449342701,0.503593562289943,0.441935948832883,0.22038682217618,0.206983855888872,0.309291357183723,0.274939354361369,0.334470585325614,0.254734899872203,0.426869923131561,0.0593580988803405,0,0.117187578864279,0.162218347712135,3.23250563278318,7.08924702751093,5
"Acat2",0.847129601610625,0.984388118576045,1,0.963405660572749,0.939591901592584,0.69715984285228,0.645612958928221,0.614112253689656,0.457932438324018,0.386471729416218,0.469245091440861,0.399321222501558,0.208021828440513,0.236389255237056,0.28339154921486,0.264470947566719,0.292033585180621,0.228643936591776,0.326538310833964,0.118079645060144,0.0697497181433067,0.00397774904510947,0,2.45301363426142,10.5195385125503,5
"Adam11",0.916556899300802,0.965245557546353,1,0.977769577372326,0.959107415391602,0.784257323178445,0.688361763822239,0.689685074672836,0.536557619865662,0.467073709460367,0.504864619474017,0.429597839678018,0.296648885591696,0.284960934850397,0.303384897381223,0.355372224120806,0.445857495258921,0.27063070853912,0.365930926401708,0.122918110220672,0,0.223228351600992,0.203222728180066,2.84257419763336,8.30009258070342,5
"Adamts18",0.641411174652428,0.82374359640219,0.809616589072694,1,0.95086741255056,0.613041619473927,0.737983520947409,0.650291515029543,0.405040129040274,0.593868288766577,0.377352255993638,0.395637546706068,0.166870092289213,0.192630876660378,0.33898813390721,0.266742093789985,0.313395479372656,0.287001617323582,0.461402416430277,0.0496895825973957,0,0.496562171799804,0.484328975965243,4.32805948522248,5.19735842761619,5
"Anxa7",0.787730700131238,0.817065745164095,0.795479382475356,1,0.694339889378606,0.486711021847546,0.349643608216337,0.570256135079423,0.0301501610500971,0.336006593122126,0.194257640391286,0.0721535816287264,0.207524797236434,0.159264995937549,0.314191904172055,0.00691945584469508,0.318395365314789,0.204297904000274,0.35428799926391,0.0336280094933814,0,0.0106346885165482,0.0500278742185619,0.540628738441143,10.3166564082158,5
"Arxes2",0.974058310848729,0.959862809023748,1,0.932023323497698,0.948570808886801,0.831770676791633,0.764583204614154,0.615958561833887,0.321130010936017,0.415036993905561,0.594516021661585,0.543924583599112,0.232828388774679,0.413849417542935,0.27590514681168,0.339719260588793,0.362827266605173,0.129807855662625,0.188944258749442,0.0181957385096572,0.00769808136142678,0.108703477511076,0,2.62065796706693,7.66148552738323,5
"Aspg",0.976422581125166,0.926484186749006,0.98457730811463,1,0.962058437755811,0.691304258106901,0.645115865077162,0.60094646108877,0.710349479574616,0.427132137984122,0.537571830250248,0.506963933861168,0.376853662987585,0.453844852033699,0.385477815735222,0.337090003594843,0.430300758337262,0.353762073813804,0.375282804367626,0.141352405717899,0,0.387439357586085,0.448185960586607,3.04880918252432,4.50857387708678,5
"Atp7b",0.895982797855686,0.974073305409821,1,0.907816446625132,0.887409348868664,0.68169592816851,0.571381633757753,0.693933044264152,0.437568436113926,0.406229068518166,0.521238960006991,0.396876563037462,0.261387470171109,0.0941604029380488,0.224995347044693,0.378262423744995,0.406730532200623,0.254717910492131,0.4825251880646,0,0.0159309781621861,0.0960545485993918,0.118135341367857,2.40145540699445,5.62085357564545,5
"B3gnt5",0.919809581668374,1,0.999623497142165,0.969560818151459,0.937957391451959,0.9027302139517,0.838248293488835,0.859838029111983,0.509463753444269,0.475121069445866,0.537328843541755,0.530333916140835,0.284801775367407,0.326577750766939,0.390820100795722,0.361884224937751,0.396353107968553,0.277327462575761,0.397857300658426,0.20021839765072,0.133934841832456,0.0434063725086154,0,3.19715414898986,9.10519743808354,5
"Bex2",0.919731262777737,0.965526352734949,1,0.969876496388164,0.92964737165845,0.730167391146966,0.642975110027105,0.661855825788555,0.570544117128114,0.401084612289581,0.533457849889324,0.420838852368022,0.152678413609042,0.203529081975924,0.291664220282891,0.190057110145451,0.241107673473946,0.214327932814699,0.426093707395631,0.110910998709582,0.0294901205317383,0,0.0857814786922109,2.95023686050413,8.52058832369768,5
"Blm",0.870598998398842,1,0.986329783030417,0.958702742423832,0.92661270578255,0.597033132610059,0.444786304526101,0.49760039280971,0.334058788453957,0.311205146397331,0.316048586799669,0.314969738972241,0.14056363599507,0.149666647441726,0.184809313606726,0.199711383739686,0.228942846444883,0.135095543415727,0.217748821679305,0,0.00162629133762403,0.0589329813877474,0.0345778833277806,2.36753358024486,9.95556466390828,5
"Btn2a2",1,0.978177605432345,0.963850169111886,0.88382307727599,0.900659988479379,0.708421715799633,0.702008618264493,0.733188527615006,0.495380099055976,0.42398784271025,0.551038722468221,0.44533470409031,0.273829807069821,0.259442926097799,0.376636906872107,0.286700118167322,0.404388345487009,0.264248765704468,0.36087223527124,0.0933852087948359,0,0.240252019422411,0.259549519685102,2.96477686551822,4.8463919161218,5
"Bub1",0.944854960543847,1,0.9766734570615,0.984242060030954,0.959454579612441,0.601019671002504,0.501416936577485,0.518475542465079,0.394420357781843,0.305111878083972,0.365999393863978,0.33662303161632,0.199774667344445,0.23788307857816,0.219996091004868,0.213291582637221,0.178834690847228,0.167488462370285,0.261624504150296,0.0533072085894809,0.0312733494324969,0.0469757039923952,0,2.33913829362259,10.6591434594492,5
"Bves",0.974918728707374,0.948828333726905,1,0.972753630786824,0.94604819756542,0.877241985652684,0.804220870387832,0.746173273841305,0.489862875123338,0.183579311279389,0.388310649641674,0.290660327622828,0.227130028372524,0.186347380150833,0.0525609785340313,0.299439289669625,0.257731180626344,0.099750867002193,0.488824166419906,0.16598743809469,0.115022966965488,0,0.0913610252443065,2.45749086120734,6.24779352970643,5
"Cbx2",0.92973289803122,0.995729488737726,0.997380181566633,1,0.947427044075411,0.646289122565255,0.567223850318322,0.634810213193346,0.543014611944362,0.389411960705361,0.427780790903574,0.363314296085007,0.17140547615268,0.139563885498963,0.239217564845348,0.215532052219146,0.264108203555143,0.168161644269705,0.383087738228232,0.0774444067404959,0.00385254634685317,0,0.0604680094186093,3.08860647811195,10.5570874152925,5
"Ccnj",0.882882447720525,1,0.976731159538258,0.978592100802798,0.927527956294171,0.640389488934902,0.525977648969881,0.538473566185214,0.454911734909228,0.339779144134414,0.382788589690468,0.332109334432616,0.185615991232013,0.177218881289245,0.251545471294774,0.224323195111886,0.242363837777851,0.16934335507217,0.332242864069709,0,0.00400382737181174,0.049987061486143,0.0560684049211962,2.84387335664644,8.91281039740005,5
"Ccnjl",0.83950960482126,0.990555798777102,0.948224730615164,1,0.970075630633812,0.554761981837069,0.497811567372687,0.551162356000344,0.488175563052072,0.441147784637879,0.354497435447872,0.379258045115069,0.260729375623218,0.238195206779381,0.307565600138602,0.234931157555433,0.335409093638375,0.232311413505722,0.357559686006738,0.0284785092679882,0,0.133439731211574,0.188529169109694,2.94759447139559,7.77050075961009,5
"Cd24a",0.887615452586661,0.976220436106491,0.988082646517709,1,0.998673682456203,0.79087421549295,0.679148879397403,0.678703135476312,0.531298878535527,0.449102743277047,0.56816668294103,0.507687157282143,0.235676487806335,0.292013209960424,0.364569905238157,0.197399646985112,0.267496949269563,0.229646364263966,0.432385813002282,0.0552157043634705,0,0.210868376390687,0.208842044437694,3.85073087946467,11.3492048043389,5
"Cdc14b",0.853578849520116,1,0.989906206019173,0.996061378725004,0.964333159618353,0.655632518061392,0.518326714840999,0.575379794227681,0.396787780100649,0.389828491382811,0.374857761511244,0.388680931771843,0.19863319488209,0.214145186249913,0.223114717168982,0.233912067632572,0.295215708646904,0.100563377777561,0.201929470190697,0.0490003292115762,0,0.0797703939927028,0.092326428933403,2.59434120269152,9.29256486035145,5
"Cdh3",0.864221392321615,0.987430136143292,0.960549745765509,1,0.958633447026587,0.714129692253262,0.616118762561414,0.697135644940204,0.561588140394614,0.618694253588997,0.610183939538098,0.550281178887593,0.353001544130076,0.28859544484565,0.443111861631494,0.331655195916414,0.46438909663104,0.340825712375219,0.488923294114832,0.108475804981208,0,0.263731041994502,0.309741474298235,3.30556600752737,10.1814430021098,5
"Chek1",0.902302522685635,1,0.967612973102612,0.980589044676013,0.955847137531772,0.698309424042473,0.557856612644953,0.557853092684933,0.388358128274868,0.371240900596986,0.430325182628659,0.363943695048068,0.160173250611401,0.214368565770399,0.257107697088784,0.22283997531377,0.251510849849451,0.143829305053506,0.280787360199903,0.0450639061512221,0.0131750753640561,0.0362898998816959,0,2.37952394040114,9.60404738915925,5
"Chrna7",0.842019908993608,1,0.981522223545552,0.988902693387467,0.834395070994898,0.7157824261193,0.457343050036208,0.588429648639129,0.399813644753683,0.391465128430032,0.354070666716467,0.256205933977883,0.105859694559962,0.124034223258883,0.144458059255329,0.221305203596479,0.151297735235047,0.203633931445164,0.344508207037922,0,0.0190941510725266,0.193625881129713,0.0243286439037525,2.29398602679865,5.82067116764902,5
"Chst8",0.737516316112697,0.922033660545894,0.947589938031658,0.923608576105166,1,0.849019629242606,0.798238809002401,0.814070564713753,0.654876801762381,0.429416830007879,0.475906332336245,0.269859501930556,0.209370203987258,0.137683154400817,0.221166636667691,0.23784922154218,0.391452369926495,0.257806538627969,0.528225866033216,0.267017575075251,0.0723411123803422,0.0970864638134497,0,2.2746425717191,4.43994813488547,5
"Cnot7",0.93203977504042,0.976359711597273,0.993906897609422,0.983165507166108,1,0.76884893669184,0.62841702098649,0.52697596801626,0.37729504921343,0.392932836283044,0.482881702097809,0.448250163886867,0.197011693158784,0.271842244471883,0.256375595715195,0.236531468264264,0.263280736518531,0.121573087151175,0.275685386175074,0,0.0431604224791057,0.0818982206053859,0.0857049178678623,2.36478240585111,10.5732746032063,5
"Crabp2",0.961093224394144,0.960905717796188,1,0.940180391879437,0.909375484093561,0.764216014996031,0.695066954274884,0.743498652216599,0.533865868755764,0.463465459675993,0.543140718127551,0.411414331535957,0.231902554223275,0.236096221727322,0.40617361387331,0.278293082850245,0.303097350069977,0.302119148872916,0.46225711775915,0.195855695503482,0.107961398380576,0,0.0765105516756647,2.63446479751778,10.4207034130542,5
"Crb2",0.932881096606738,0.957164144173535,0.950998533506528,1,0.790154858322115,0.506761915803183,0.794712614178176,0.738856438041397,0.422967179189261,0.243415289364117,0.204695316774538,0.0879694556754731,0.0148174483007113,0.0671424217367529,0.118958782159036,0.250929948948161,0.244622785335045,0.350138270212278,0.730354962991017,0.084967032908734,0,0.274430195014206,0.147116561971475,2.56117398929387,6.11639704711009,5
"Crmp1",0.784428645589725,0.924510597830038,0.887349294430657,1,0.815873627272417,0.559149965776228,0.503643665282031,0.524167476789253,0.617564822376142,0.494763350965808,0.36125964328299,0.348139726266031,0.301365022418655,0.253809374193116,0.334131861659188,0.300976440702234,0.389121897431543,0.393502447796734,0.258396123883096,0.101624154254316,0.00564474786591121,0.031138611468284,0,2.82122006194997,8.25256701740953,5
"Crtc3",0.677528326053797,1,0.929837886871254,0.682449389361793,0.776580136031893,0.783416571554124,0.63101652679054,0.728974062812529,0.381943395642968,0.683632453366602,0.389752287600388,0.234625403531757,0.440682510463072,0.106534475334121,0.209915455376983,0.655438248956297,0.745166225499992,0.310722414438994,0.0556778713387053,0.198096083948128,0,0.175971349969398,0.139425450652888,0.496903078453643,10.6257983705207,5
"Cth",0.85740517643818,0.967391065794137,0.910490192335582,0.953612347459997,1,0.618519894065982,0.512008406968701,0.520068146078926,0.3906266691545,0.416102768863918,0.389831129930057,0.298756810167965,0.0405848982750619,0.178721459210063,0.142287834184663,0.146345890861564,0.0872096411007669,0.172341444496351,0.252372679687221,0,0.0252746909950904,0.126090716444634,0.107576652711516,2.7443033884149,6.87017606107203,5
"Cxxc5",0.796253329736692,0.981297023813146,0.995123238948896,1,0.998879786934432,0.494646094449145,0.466320911724053,0.481295829324034,0.447429873202923,0.320326288032964,0.438229136582036,0.304742708559434,0.115042409946903,0.156486962748441,0.204550080262493,0.160113317210298,0.187975502829466,0.170280865493017,0.298594278351762,0.0280092877024952,0,0.0913657290628693,0.110556835823512,2.75433405439604,9.46480084009294,5
"Dck",0.84391725007285,1,0.969982385676942,0.989466771133988,0.938606942570968,0.654236520939135,0.558694777083347,0.498646978047683,0.371762381110608,0.329050106977874,0.407513488657995,0.351936272740836,0.0932400588613589,0.164748694862589,0.184267412135038,0.167210373424202,0.136850888620775,0.116536891955288,0.296314415353356,0.0217885941491824,0.0263012780186545,0,0.00627493919945223,2.43556896760688,9.7937530284236,5
"Depdc1a",0.982808763285374,1,0.947510842300378,0.968462540987475,0.994878468422422,0.692974944137888,0.585808194084014,0.514124569480554,0.376681110041728,0.45860892122516,0.506701419842727,0.514083705095006,0.284353817322067,0.377531159783741,0.356101173333057,0.358744071561572,0.342197397043722,0.15887204891114,0.108410754530731,0,0.0580979041862566,0.232963696088365,0.121446493114882,2.49053634722155,8.91761362501971,5
"Dgkk",0.866305541328585,1,0.945781843148893,0.922558180269697,0.862637929389659,0.715845671833294,0.579241472827835,0.624552522062914,0.385459625858763,0.360520279911515,0.234748648837923,0.28220658727906,0.0645094087139456,0.0573495222180503,0.0536396184046029,0.3079317138613,0.293269107135382,0.123974455036073,0.239955110800618,0.162675442955554,0.161526078683793,0,0.00934639221588919,2.88625249605911,6.5901521507033,5
