,e11.sample1,e11.sample2,e11.sample3,e11.sample4,e11.sample5,e12.sample1,e12.sample2,e12.sample3,e12.sample4,e12.sample5,e12.sample6,e12.sample7,e13.sample1,e13.sample2,e13.sample3,e13.sample4,e13.sample5,e13.sample6,e13.sample7,e14.sample1,e14.sample2,e14.sample3,e14.sample4,cluster,Family
Eomes,0.924316784,0.886948732,0.840119764,0.673866546,0.760637601,1,0.834106583,0.748876828,0.634343714,0.577076395,0.686778183,0.667248886,0.254014058,0,0.148423476,0.099616679,0.318049314,0.221212378,0.639793487,0.013105373,0.203054818,0.487021083,0.627002104,1,T-box
Tbx5,0.8330575,0.994134926,1,0.938163384,0.993306917,0.557432189,0.50159904,0.534928687,0.292039295,0.365992474,0.392572737,0.339275752,0.20449205,0.07556439,0.155442478,0.12224046,0.324719309,0.210874286,0.277872294,0.074137331,0.065216706,0,0.147137249,1,T-box
Hmgb3,0.862467624,0.99889704,1,0.988783316,0.910562537,0.537687193,0.503879151,0.421337188,0.422008916,0.329259744,0.356118796,0.295481945,0.219609589,0.214206212,0.277956314,0.205265629,0.229936087,0.210154134,0.329605078,0.030141835,0.05531435,0,0.014980403,1,HMG
Sox11,0.823092544,1,0.996276413,0.919937045,0.935047751,0.655906289,0.60281172,0.563091647,0.516940718,0.472789061,0.573321696,0.553415214,0.235813355,0.239855194,0.386739569,0.236467664,0.295035408,0.197342753,0.339544357,0,0.009047348,0.085996459,0.12379864,1,HMG
Sox5,0.670531315,0.96493366,0.946986627,0.89977539,1,0.645764629,0.528268617,0.547231919,0.637525347,0.474827089,0.767923836,0.728827037,0.389810096,0.432666607,0.3731417,0.254000605,0.234745943,0.245438358,0.486668527,0.053447444,0,0.477255265,0.550158957,1,HMG
Sox6,0.6842741,0.997571639,0.989769802,0.931869532,1,0.715650266,0.625126915,0.589199167,0.612212294,0.549729976,0.818253046,0.781074913,0.345112779,0.423286534,0.343000691,0.225420166,0.303609924,0.228732623,0.562307826,0.048891162,0,0.494560499,0.558919442,1,HMG
Sox9,0.693421546,0.952761063,0.963573123,0.894283115,1,0.629483111,0.580835166,0.567827848,0.645339155,0.496659573,0.798926747,0.703236259,0.299663505,0.35755593,0.393964085,0.168829142,0.28367311,0.203903759,0.561514337,0.026854482,0,0.482097469,0.515384297,1,HMG
Tox3,0.760395627,1,0.989559705,0.854771331,0.997989846,0.679166945,0.621569515,0.631810141,0.142603262,0.439517905,0.205033209,0.313944849,0.133790293,0.147219612,0.067306574,0.261119731,0.391886986,0.388012345,0.222831881,0.240780001,0.237641566,0,0.161053958,1,HMG
Hmga1,0.818206075,1,0.898922391,0.830788652,0.77995101,0.294594932,0.104123818,0.19674682,0.46607265,0.226165646,0.063356951,0.035524881,0.094596547,0.045930817,0.23022423,0.108035955,0.190462583,0.263315866,0.343132402,0.130076218,0.20819338,0,0.091140107,1,HMGA
Hmga2,0.914906113,0.998767123,1,0.916995808,0.961218948,0.757563437,0.755036501,0.649845798,0.549697472,0.443758042,0.432842574,0.469367252,0.286768686,0.311905726,0.298785846,0.353441068,0.390663812,0.260645787,0.503029636,0.280313658,0.234415014,0,0.00791097,1,HMGA
Dlx1,0.274493018,0.667020572,0.648202397,0.959201126,1,0.067678614,0.12497805,0.034299375,0.586493806,0.542098148,0.342037946,0.357888954,0.369637469,0.491576644,0.374672688,0.364858382,0.17554497,0.081623326,0.194227969,0.151645418,0.127077462,0,0.134338369,1,Homeobox
Dlx2,0.440350172,0.795904378,0.777370559,0.973277735,1,0.166691933,0.259756647,0.20912429,0.51659121,0.473451009,0.42446508,0.400073261,0.235416975,0.357831662,0.411733394,0.244705241,0.11471424,0.161526411,0.266189146,0.108189819,0.156513118,0,0.333667079,1,Homeobox
Evx1,0.803045598,0.960363798,0.97559411,1,0.88683059,0.351171953,0.272885955,0.337470106,0.4993091,0.290876079,0.39695183,0.362316018,0.261485637,0.359123365,0.46574338,0.081129789,0.214443063,0.262078413,0.165703122,0,0.094657793,0.215921579,0.226726261,1,Homeobox
Evx2,0.878860342,1,0.988084753,0.919227479,0.778863044,0.839922474,0.698877144,0.814704985,0.718879993,0.451010696,0.716542514,0.569528701,0.276723259,0.212301515,0.385813469,0.387575353,0.469362119,0.352229113,0.550737356,0.063604067,0,0.191901481,0.434706168,1,Homeobox
Gsc,0.778720199,0.976381514,1,0.916942052,0.981576769,0.602660207,0.653770018,0.662220004,0.501834813,0.371568437,0.491859177,0.305834359,0.157756662,0.111957656,0,0.191206927,0.358303496,0.191354352,0.475157525,0.100582892,0.228919818,0.055860154,0.018630314,1,Homeobox
Hdx,0.736895539,1,0.896062994,0.719307691,0.797510049,0.444970802,0.512560977,0.519771484,0.239683074,0.230404951,0.384247788,0.160393712,0.172444559,0.174602004,0.090521125,0.20920293,0.157603753,0.190302076,0,0.051233338,0.098140109,0.056870513,0.035025597,1,Homeobox
Hoxa10,0.842123932,0.974164837,0.977281103,1,0.980088191,0.475220089,0.349248204,0.358264713,0.18757556,0.301712901,0.392616477,0.324871597,0.225896266,0.195996665,0.234675282,0.122210876,0.32236952,0.219142913,0.187325227,0.116677638,0.134865753,0,0.125259816,1,Homeobox
Hoxa11,0.785307151,0.91026439,0.92197229,1,0.949532615,0.356730165,0.259860466,0.19704517,0,0.178714011,0.194825503,0.146437572,0.204747188,0.177991109,0.124348103,0.107688995,0.339876136,0.315534303,0.198018013,0.228411093,0.310014608,0.016989561,0.083597327,1,Homeobox
Hoxa2,0.906505299,0.972115576,1,0.749793304,0.748617579,0.521358678,0.81615746,0.680479809,0.479482656,0.417163281,0.296143079,0.263172648,0.060030996,0.12039592,0.072086141,0.312210808,0.42127428,0.090295931,0.448580734,0.275544797,0.308226012,0.040613395,0,1,Homeobox
Hoxa3,0.834663074,1,0.997781925,0.89364262,0.908886839,0.527873064,0.657861586,0.650386868,0.483959482,0.470655035,0.403379935,0.333328142,0.145852051,0.134673962,0.179325393,0.281893242,0.368163593,0.129036214,0.443455061,0.15346309,0.223446259,0,0.163518927,1,Homeobox
Hoxa4,0.757381039,0.937106166,1,0.867342033,0.743525059,0.477399895,0.652314388,0.578308588,0.468130607,0.421182896,0.155277905,0.219596772,0.100987611,0,0.1679361,0.252259773,0.390360503,0.078298765,0.414692676,0.106082404,0.147430771,0.029620477,0.127022851,1,Homeobox
Hoxa5,0.863976074,0.970818103,1,0.901834635,0.926812081,0.649596689,0.705312601,0.71518839,0.526923518,0.400134922,0.402035573,0.320051384,0.088952936,0.13886224,0.181590341,0.288655085,0.344025367,0.104718739,0.449110159,0.136627628,0.233528599,0.067727905,0,1,Homeobox
Hoxa6,0.914893955,0.999199066,1,0.957531251,0.998859581,0.638621856,0.593935576,0.675632787,0.535972863,0.361574244,0.449246361,0.438079537,0.22577011,0.268011605,0.157004085,0.324546458,0.318731445,0.227026239,0.452932152,0.333535832,0.254317575,0,0.129315976,1,Homeobox
Hoxa7,0.960209238,0.982064083,1,0.914401234,0.869093389,0.590644218,0.782319241,0.700432917,0.533404156,0.244669098,0.184822848,0.272053592,0.149062396,0.258415318,0.09383173,0.477534693,0.393353513,0.222142939,0.323391798,0.340668782,0.315547275,0.105614134,0,1,Homeobox
Hoxa9,1,0.989781623,0.989185402,0.97878621,0.991557484,0.523658025,0.381939981,0.415566855,0.264131682,0.26298681,0.341529933,0.2825881,0.224949897,0.266248069,0.234764817,0.207417264,0.378423193,0.16095404,0.191980301,0,0.068916406,0.061470328,0.143311845,1,Homeobox
Hoxd10,0.815492167,1,0.976734589,0.978797674,0.871818886,0.495759596,0.321991331,0.443870899,0.347106938,0.329406603,0.513539809,0.42397204,0.340701463,0.163564691,0.265820724,0.276625226,0.446850234,0.22320592,0.21190042,0,0.009008942,0.24858798,0.376614529,1,Homeobox
Hoxd11,0.824664646,0.991787499,0.994118452,1,0.88988764,0.574595974,0.434396104,0.556394666,0.442221475,0.391127284,0.545021938,0.433114954,0.30233159,0.144379062,0.300496064,0.242333625,0.388253095,0.287130234,0.310881212,0.036566095,0,0.19085795,0.320834195,1,Homeobox
Hoxd12,0.852868261,1,0.980990004,0.954348763,0.788225053,0.729911436,0.57523471,0.684107055,0.599109871,0.455743355,0.605903665,0.505126121,0.305012002,0.197412428,0.39872667,0.283248243,0.426224535,0.393421384,0.491583076,0.089390092,0,0.17719845,0.353061754,1,Homeobox
Hoxd13,0.88484534,1,0.976531131,0.938052314,0.798392453,0.830023944,0.719492481,0.739801614,0.635655002,0.524579911,0.745412622,0.647387514,0.35687226,0.281112263,0.510342941,0.291684833,0.449735431,0.345126516,0.480528276,0,0.004074445,0.249461408,0.36316757,1,Homeobox
Hoxd9,0.670034383,0.891972492,0.946788573,0.964992696,1,0.208119811,0.064257661,0.179470024,0.167331434,0.075424386,0.218887917,0.107162257,0.195743393,0.105584567,0.082135527,0.125898028,0.361746629,0.130332954,0.04796123,0.048252645,0,0.100840046,0.170292183,1,Homeobox
Lhx2,0.876224756,0.975005281,1,0.982773289,0.975562401,0.686096335,0.646127087,0.614804947,0.737433729,0.544011796,0.701646937,0.608265627,0.409705779,0.347312339,0.576808179,0.318612641,0.436446891,0.350001802,0.535880383,0.11913684,0,0.237911287,0.330967043,1,Homeobox
Lhx9,0.895324842,0.969967039,0.968717638,0.947145335,1,0.664198278,0.593933599,0.583522615,0.661430257,0.456341624,0.528270917,0.509768872,0.281045223,0.285563283,0.474465111,0.248855986,0.325418837,0.22967497,0.432525889,0.096880709,0,0.137465601,0.209798739,1,Homeobox
Lmx1b,0.814011821,0.975604836,1,0.966579675,0.95469485,0.60272628,0.435344229,0.550802837,0.346028421,0.536266488,0.54971045,0.422917382,0.536140406,0.325545055,0.309516864,0.354465227,0.410075477,0.316291284,0.367716811,0.239200458,0,0.123120722,0.279199407,1,Homeobox
Msx2,0.772065542,1,0.973395014,0.946618643,0.991852772,0.570016279,0.511231542,0.66063434,0.663903869,0.57548474,0.600636678,0.534000118,0.377580234,0.431309768,0.614727201,0.240137366,0.422060742,0.345782486,0.48262714,0.061685426,0,0.486435574,0.548332925,1,Homeobox
Pitx2,1,0.950360779,0.922941989,0.677473967,0.773821776,0.665917514,0.79702328,0.746064779,0.590764354,0.209704393,0.081583279,0.212426379,0.041311351,0.175978065,0.068497795,0.391465392,0.04521601,0.130261464,0.446638627,0.182062128,0.332621756,0.061522272,0,1,Homeobox
Pknox2,0.951714446,0.996315794,1,0.966376584,0.825469264,0.573486501,0.607440136,0.519799625,0.432101556,0.183582379,0.29343176,0.261725194,0.21038265,0.217299953,0,0.364388185,0.179448902,0.231268735,0.471287221,0.352394163,0.45188916,0.056195266,0.090614906,1,Homeobox
Shox2,0.91913374,0.959602273,1,0.862799491,0.961242084,0.648444778,0.573251176,0.651992443,0.404099748,0.246507316,0.221188693,0.200289995,0.282848906,0.321350612,0.178579863,0.291007011,0.382438498,0.326040697,0.368837433,0.348465154,0.415118999,0.080910253,0,1,Homeobox
Six1,0.985168246,0.992387267,1,0.825650386,0.905624257,0.599117468,0.602293413,0.590776091,0.498373096,0.356208298,0.53202542,0.481188068,0.062828495,0.178952919,0.076247818,0.228750356,0.160713797,0.098363757,0.530732371,0.206206882,0.208821521,0,0.242243526,1,Homeobox
Six2,1,0.99611172,0.978381669,0.718925576,0.93145041,0.768501699,0.749786698,0.782289915,0.644781705,0.586993932,0.805189698,0.591683036,0.183421823,0.156432667,0.177221812,0.118593878,0.329510004,0.213344046,0.532339525,0.037323504,0,0.221476778,0.313815651,1,Homeobox
Six4,0.891143283,1,0.976907347,0.916400503,0.942067337,0.53503747,0.513116723,0.518116961,0.40756968,0.277664344,0.408459211,0.381263291,0.055019782,0.114300829,0.123822197,0.135380056,0.114899187,0.078110276,0.332139427,0.045475095,0,0.106267557,0.171482035,1,Homeobox
Tgif1,0.91595171,0.99915531,1,0.951262618,0.983881791,0.453629114,0.507404855,0.508404666,0.496139698,0.38810612,0.295023063,0.301239616,0.123562302,0.181073673,0.293478164,0.248405163,0.231050936,0.21560842,0.479396565,0.132995736,0.152543,0,0.097892445,1,Homeobox
Bhlha9,0.452705629,0.861491993,0.858853514,0.996545265,1,0.236510959,0.251285252,0.214137233,0.267709786,0.449489025,0.385915511,0.34645501,0.051841844,0,0.303887974,0.092345587,0.078995409,0.123329606,0.208638065,0.017766429,0.04225928,0.077488258,0.085094355,1,bHLH
Hand2,0.844658712,0.968391588,0.96326894,1,0.943193255,0.549721861,0.489660975,0.49068043,0.440762774,0.312179386,0.412575239,0.322395065,0.229169174,0.143500086,0.216490358,0.1504482,0.301973787,0.253395633,0.368239094,0.162121326,0.133829441,0,0.138850538,1,bHLH
Hey1,0.934888712,1,0.9875851,0.950560729,0.894824823,0.465770042,0.458462078,0.512688586,0.445309335,0.280338125,0.182427793,0.182971634,0.032998304,0.082169715,0.142727997,0.164511455,0.245374521,0.165278164,0.302875495,0.071078246,0.110236647,0,0.053643486,1,bHLH
Mlxipl,0.908940013,1,0.981501476,0.931347006,0.940126381,0.264464074,0.310281928,0.39455966,0.35152573,0.378496044,0.461528934,0.404899654,0.397058393,0.406772303,0.466243693,0.218724958,0.545203407,0.148822593,0.29322205,0.210063736,0,0.026649408,0.039416842,1,bHLH
Mycn,0.797782521,0.997793215,0.994671303,0.996816779,1,0.315132955,0.288502084,0.38752294,0.505058437,0.308202832,0.369247957,0.303746091,0.149005503,0.156274086,0.341273067,0.176717994,0.228908521,0.16197428,0.28129832,0.011391898,0.007219524,0,0.077841655,1,bHLH
Scx,0.828127579,0.969082155,1,0.923191294,0.90896511,0.62197062,0.643086175,0.700226617,0.550987201,0.662430963,0.796429613,0.509824268,0.488652177,0.353171421,0.485600458,0.379562989,0.547430968,0.519945684,0.413434308,0.007303371,0,0.386499773,0.531416869,1,bHLH
Sim2,0.86754195,1,0.958343108,0.756281122,0.853046293,0.687140325,0.788222872,0.790806609,0.551596599,0.435249145,0.533309306,0.472708872,0.031697798,0.209179708,0.058116588,0.280214954,0.316908905,0.120685466,0.477291191,0.267527008,0.143808521,0,0.118966905,1,bHLH
Hic2,0.755676266,1,0.980061338,0.947021877,0.882992845,0.357456083,0.321925608,0.356959658,0.274485394,0.17397327,0.163443492,0.173138012,0.135000246,0.14879886,0.04726935,0.220708991,0.130552563,0.086516809,0.306879557,0.093293794,0.179322537,0.067204955,0,1,ZBTB
Zbtb12,0.836665616,1,0.999098195,0.957122556,0.952982047,0.44437578,0.447223743,0.389774743,0.431240706,0.364152832,0.38035402,0.301588186,0.192688704,0.191959428,0.218576903,0.217535596,0.175521615,0.207177851,0.357957989,0.117997887,0.176184409,0,0.086531892,1,ZBTB
Zbtb16,0.747160606,1,0.999918857,0.986141613,0.963908143,0.378814814,0.164309504,0.364167792,0.337589059,0,0.044193484,0.135476072,0.19839502,0.171736592,0.269507435,0.24033647,0.195103234,0.11707423,0.391891101,0.238825652,0.431900924,0.312150597,0.334221273,1,ZBTB
Zbtb26,0.852280242,1,0.988814001,0.861079791,0.936053797,0.454489307,0.35006088,0.390499782,0.212310685,0.367732748,0.392530809,0.368505493,0.267690173,0.344970714,0.225127821,0.244786703,0.199237206,0.067100638,0.157904127,0,0.147387233,0.170844188,0.185364772,1,ZBTB
Zbtb39,0.745991746,1,0.992401242,0.902509698,0.943172438,0.349481157,0.33274789,0.402286365,0.357493819,0.315712384,0.334869295,0.261417255,0.179293605,0.098420076,0.201100985,0.219499019,0.162774879,0.134321412,0.321127947,0,0.088987168,0.031479896,0.135709069,1,ZBTB
5730507C01Rik,0.960144977,1,0.947834244,0.849498334,0.913738807,0.335925167,0.385578761,0.36588273,0.331058705,0.316901248,0.268800288,0.246091931,0.145620511,0.386010075,0.227236698,0.21153755,0.279534398,0.10102757,0.289370152,0.132760064,0,0.053608497,0.098940475,1,zf-C2H2
Bcl11a,0.843044247,1,0.980543291,0.907242763,0.934985573,0.669097366,0.578591408,0.539447087,0.358132069,0.458412807,0.431240472,0.408389928,0.371752345,0.236446882,0.340580859,0.278813254,0.384225929,0.275126454,0.281496195,0.028794318,0,0.312909445,0.31784687,1,zf-C2H2
Gm20939,0.843100771,1,0.955873047,0.870077902,0.852693735,0.480797897,0.47426705,0.523308355,0.403305938,0.406796995,0.488136585,0.522923591,0.284911862,0.398106352,0.369112543,0.515563971,0.494100228,0.304007796,0.270850253,0,0.247676911,0.301291294,0.067556742,1,zf-C2H2
Gm5141,0.823840667,1,0.987257886,0.908445611,0.935883,0.645925217,0.573363263,0.427235186,0.347732474,0.47903673,0.441755239,0.547234656,0.383561192,0.473589542,0.460634815,0.374321193,0.509793525,0.201185145,0.177758075,0,0.159648118,0.422974675,0.311335388,1,zf-C2H2
Mecom,0.852287437,1,0.985298084,0.974382232,0.985781339,0.696358857,0.597205079,0.58107089,0.562119831,0.45900178,0.573363646,0.543117971,0.284394244,0.193495719,0.389712101,0.294104357,0.357590582,0.281095722,0.4526513,0.077713326,0,0.132781142,0.25335246,1,zf-C2H2
Prdm16,0.793279243,1,0.990058046,0.922348928,0.934874788,0.688199611,0.581715716,0.64770747,0.577088182,0.479286151,0.666150834,0.568311414,0.324509188,0.243649475,0.372609717,0.296984132,0.384125163,0.292793971,0.489700235,0.075281224,0,0.20271231,0.337695074,1,zf-C2H2
Sall1,0.824716421,0.945120998,0.933151576,1,0.959927896,0.545983716,0.429280468,0.450427773,0.372920511,0.489980954,0.464048497,0.423656785,0.375963311,0.335038753,0.402971894,0.289137214,0.329896814,0.291119503,0.202700611,0.095551777,0,0.269191385,0.395094676,1,zf-C2H2
Sall3,0.869673234,0.974021757,0.985112603,1,0.979639784,0.509051233,0.455325346,0.510618998,0.368215957,0.257411212,0.28906024,0.224980037,0.075918966,0.017345472,0.209998584,0.074105164,0.159028223,0.05634295,0.310657158,0.022302144,0,0.022250656,0.10763381,1,zf-C2H2
Sall4,0.863198768,0.961352375,0.961426815,1,0.942366196,0.434201205,0.380244345,0.302065938,0.421517847,0.184445955,0.18637396,0.125421281,0.209377043,0.244077926,0.303170635,0.162217852,0.210788412,0.142110608,0.259594535,0,0.060963799,0.236829924,0.165757512,1,zf-C2H2
Sp4,0.798871586,1,0.989558647,0.889570886,0.965003213,0.601854788,0.517307845,0.433223514,0.352017278,0.380024626,0.497232853,0.507269268,0.213610722,0.22599798,0.260408413,0.286662746,0.287964349,0.183052581,0.251193935,0,0.069728657,0.254911173,0.209292707,1,zf-C2H2
Sp6,0.365419571,0.858329765,0.785490749,1,0.97917095,0.246437599,0.30314293,0.354150484,0.153015681,0.363462518,0.32156135,0.351586495,0,0.112119218,0.161771052,0.193863148,0.145174102,0.446244214,0.602442528,0.00524976,0.027576263,0.650301418,0.582985452,1,zf-C2H2
Sp8,0.466576837,0.820615292,0.791179516,0.948740833,1,0.304532358,0.230542735,0.199964598,0.125649747,0.50717436,0.394227286,0.404058966,0.169534089,0.122441423,0.334024724,0.096683346,0.122381277,0.07080498,0.104022306,0,0.026211144,0.288364563,0.463353441,1,zf-C2H2
Yy2,0.798011837,1,0.957895516,0.888827106,0.913322536,0.55359113,0.488183513,0.244902767,0.209144538,0.190342805,0.445715493,0.355268541,0.235803818,0.381333222,0.298475476,0.372217771,0.330643222,0.107572829,0.227650995,0,0.205277965,0.211312134,0.124056996,1,zf-C2H2
Zfp101,0.899924841,0.972502452,1,0.945868502,0.902694119,0.486379622,0.424108474,0.419245004,0.230622749,0.3525098,0.524953998,0.443923064,0.324158914,0.385096708,0.365543499,0.351891828,0.534399551,0.158012168,0.069650169,0,0.079508405,0.256496618,0.298511636,1,zf-C2H2
Zfp113,0.821291077,1,0.953410376,0.918091224,0.94500742,0.304634474,0.277151369,0.250638429,0.340542634,0.215241348,0.228420977,0.223454229,0.065138573,0.137185557,0.161690949,0.226151631,0.172518712,0,0.276305214,0.063678106,0.138860387,0.015532574,0.074115524,1,zf-C2H2
Zfp184,0.908636262,1,0.969196566,0.963599023,0.920596291,0.559640668,0.582191403,0.608783726,0.555135424,0.367704662,0.470473687,0.312664766,0.252552418,0.274475831,0.328780977,0.373132686,0.371518324,0.315099614,0.475504748,0.219991202,0.23987713,0,0.119489378,1,zf-C2H2
Zfp2,0.805973253,1,0.930963163,0.924611847,0.902127747,0.421128581,0.444524236,0.341548121,0.301914293,0.268976338,0.32751904,0.291478429,0.181517062,0.238978973,0.217289241,0.236804482,0.267654423,0,0.236098447,0.116186948,0.221553241,0.033660712,0.06917208,1,zf-C2H2
Zfp219,0.796259059,0.964101327,1,0.976320244,0.918701523,0.35532166,0.347067529,0.495369026,0.489503241,0.335780698,0.317817776,0.17423498,0.118397842,0.140405453,0.188419022,0.173694954,0.264256739,0.107099342,0.374582263,0.006085626,0.103007794,0,0.193663744,1,zf-C2H2
Zfp41,0.769798129,1,0.985013892,0.947320472,0.889164267,0.350536673,0.325597284,0.436477107,0.369717122,0.315648049,0.280872103,0.209606292,0.193492315,0.124209168,0.210852237,0.227365893,0.207816369,0.238194575,0.253145259,0.162998561,0.104848602,0,0.047053383,1,zf-C2H2
Zfp459,0.532454086,1,0.873067697,0.827700858,0.519425829,0.353837757,0.335486798,0.340743211,0.121508313,0.288356798,0.208223849,0.193966915,0.034236557,0.124372131,0,0.279365767,0.119362688,0.243480249,0.36928096,0.064790866,0.103222634,0.171267356,0.283936476,1,zf-C2H2
Zfp473,0.734320911,0.868161579,0.903437114,0.832624281,1,0.127615402,0.149287294,0.08040185,0.267641442,0.23186556,0.250234572,0.17347674,0.078841194,0.024694963,0.146851403,0.083912239,0.141597374,0.03973468,0.462348293,0.120663706,0.219929099,0,0.112917955,1,zf-C2H2
Zfp599,0.857599227,1,0.932947969,0.891791636,0.907430767,0.490819299,0.514413389,0.448081136,0.427862984,0.413743224,0.477776812,0.382054398,0.187575483,0.287167743,0.410937752,0.249356751,0.346808297,0.168221342,0.377558122,0.044854687,0,0.123687585,0.19171964,1,zf-C2H2
Zfp647,0.728138646,0.980690228,1,0.900755445,0.794403474,0.382936125,0.314720951,0.405496084,0.382950888,0.257502806,0.325186897,0.203402264,0.154126591,0.122226096,0.313268167,0.220735763,0.344371869,0.180863716,0.386708867,0.12088736,0.15134512,0,0.041868771,1,zf-C2H2
Zfp663,0.97338034,1,0.939345479,0.898306549,0.858555145,0.645624572,0.725053127,0.675032986,0.581841875,0.295835946,0.188213688,0.191585647,0.148805593,0.156767002,0.148186625,0.40443738,0.399384151,0.193502517,0.418597979,0.138883949,0.02064858,0,0.048772527,1,zf-C2H2
Zfp664,0.737973608,1,0.975110885,0.923012499,0.932445937,0.354368186,0.339155022,0.304500019,0.281923482,0.329179139,0.297704131,0.277618209,0.193446304,0.137391295,0.152681633,0.119616969,0.189722335,0.122304997,0.189683131,0,0.038105053,0.0050858,0.031194229,1,zf-C2H2
Zfp808,0.832759464,0.98526016,1,0.906959169,0.923179623,0.658572078,0.625363417,0.484822843,0.302165828,0.468964726,0.381455576,0.550275438,0.314639905,0.475199666,0.447400887,0.470921994,0.582888256,0.140456512,0.199369669,0,0.275353492,0.363268243,0.224676217,1,zf-C2H2
Zfp850,0.849933914,0.999214826,0.961844238,0.868507205,1,0.38370649,0.430950757,0.43977819,0.339831667,0.289842977,0.3036096,0.348024187,0.204646319,0.33888237,0.275823667,0.29491397,0.228408327,0.170650675,0.276921579,0.047072156,0.235886656,0.202560244,0,1,zf-C2H2
Zfp934,0.800323478,0.959581024,0.977290097,0.797316881,1,0.653425254,0.6537381,0.519536555,0.176992518,0.41756085,0.475181987,0.479622056,0.312263101,0.377918409,0.316730445,0.372849385,0.508245776,0.109527058,0,0.080042443,0.201166816,0.376704156,0.066050039,1,zf-C2H2
Zfp941,0.788458093,0.941385792,1,0.866696795,0.915773454,0.71132411,0.656611714,0.691430489,0.514738923,0.364125901,0.544202559,0.487164793,0.126531597,0.209610457,0.199674036,0.23792013,0.348509325,0.285521478,0.526165503,0.064818736,0.101834948,0.180256385,0,1,zf-C2H2
Zfp946,0.876689774,1,0.966712503,0.91677684,0.963570154,0.57613561,0.498247731,0.464209051,0.294625628,0.424589577,0.439940853,0.451847731,0.341215162,0.471108967,0.370350685,0.409669792,0.4606436,0.207908638,0.102653439,0,0.222303488,0.288784358,0.166158449,1,zf-C2H2
Zic2,0.887259621,0.99279658,0.98263617,1,0.982623328,0.600953022,0.487374629,0.488521555,0.501094835,0.332275494,0.359778427,0.342651052,0.233927215,0.226660262,0.314710976,0.126753913,0.18807164,0.082138863,0.28672952,0.019021091,0,0.133080324,0.258062537,1,zf-C2H2
