"","Symbol","E12/E11","E13/E12","E14/E13","E13/E11","E14/E11","E14/E12"
"471","Tal1",NA,NA,NA,NA,1.32961254302678,1.05015400579696
"472","Tbx1",NA,NA,NA,NA,0.69092740548512,NA
"473","Tbx15",NA,NA,NA,NA,-0.554692717446912,NA
"474","Tbx18",NA,NA,NA,NA,-0.848812108997723,-0.523496415686718
"475","Tbx2",NA,NA,NA,NA,-0.958314786709702,-0.618468663184532
"476","Tbx20",NA,NA,NA,NA,NA,-1.14270865618889
"477","Tbx22",-2.12802668253396,NA,NA,NA,-2.74040162360399,NA
"478","Tbx3",NA,-0.507688897289753,NA,NA,-0.944637455888009,-0.859484667094314
"479","Tbx4",NA,NA,NA,NA,-0.602938787863912,NA
"480","Tbx5",NA,-0.578389760724122,NA,NA,-1.38619888102068,-0.912346355979264
"481","Tcf12",NA,NA,NA,NA,-0.553638107810287,NA
"482","Tcf15",NA,NA,NA,NA,-0.734457790971171,NA
"483","Tcf19",NA,NA,NA,NA,0.694665856775287,0.616980724603808
"484","Tcf24",2.50611660808359,0.637053230656202,NA,NA,4.00356759345007,1.32412716778374
"485","Tcf3",NA,NA,NA,NA,-0.648838276648013,NA
"486","Tcf7l2",NA,NA,NA,NA,-0.655379451793104,-0.627297750152498
"487","Tcfl5",NA,NA,NA,NA,0.97154344217754,NA
"488","Tead2",NA,NA,NA,NA,-0.956236570558366,-0.589434792676933
"489","Tead4",0.648094142525113,NA,NA,NA,1.15483234413547,NA
"490","Tef",NA,NA,NA,NA,0.580303559203656,NA
"491","Terf1",NA,NA,NA,NA,-0.577083258551662,NA
"492","Tfam",NA,NA,NA,NA,-0.640280051033716,NA
"493","Tfap2c",-1.12620221900928,NA,NA,NA,NA,NA
"494","Tfap4",NA,NA,NA,NA,-0.605483766130673,NA
"495","Tfb1m",NA,NA,NA,NA,-0.583442545012369,NA
"496","Tfcp2l1",0.91130594653329,NA,NA,NA,NA,NA
"497","Tfdp2",NA,NA,NA,NA,-1.04832609753951,-0.621682255813507
"498","Tfe3",NA,NA,NA,NA,0.597520447343826,NA
"499","Tfeb",0.680956616453444,NA,0.510092382413509,0.510092382413509,1.45006637929098,0.710596998212635
"500","Tfec",0.915375218788221,NA,NA,NA,2.80569451641195,1.53493051877283
"501","Tgif1",NA,NA,NA,NA,-1.13442519154794,-0.738891851065214
"502","Tgif2",NA,NA,NA,NA,-0.748427387635946,-0.558438439356081
"503","Thap2",NA,NA,NA,NA,-0.778612563594859,NA
"504","Thra",0.695854733072241,NA,NA,NA,1.23671956017298,0.532833816560582
"505","Thrb",1.34673264231237,NA,NA,NA,2.14465925857777,0.638290460422959
"506","Tox",NA,-0.578641948454204,NA,NA,-1.08027744117919,-0.589565384745102
"507","Tox2",1.56994705426714,0.528005015453799,NA,NA,2.20960854343075,NA
"508","Tox3",NA,-0.534107006233529,NA,NA,-1.09958348103351,-0.712542506207323
"509","Trps1",NA,-0.549726556162761,NA,NA,-1.2188932833797,NA
"510","Tsc22d4",NA,NA,NA,NA,0.759323118325972,0.504812124260324
"511","Tshz1",NA,NA,NA,NA,-0.900148662568733,-0.856540983720034
"512","Tshz2",0.881486892576666,NA,NA,NA,0.832105255619364,NA
"513","Tshz3",0.652271287134011,NA,NA,NA,NA,NA
"514","Tulp2",-1.10766732346376,NA,NA,NA,-1.42408697809809,NA
"515","Tulp4",NA,NA,NA,NA,-0.565479226942709,NA
"516","Twist2",0.905961378549128,0.774666080934995,NA,NA,1.92296983126793,0.988940779025851
"517","Uncx",-1.94839354840034,NA,NA,NA,-2.66499837210603,NA
"518","Vax2",NA,0.897743053154124,NA,NA,2.10691723990546,1.5581946914414
"519","Vdr",1.22795907170815,NA,NA,NA,2.73897742098888,NA
"520","Vezf1",NA,NA,NA,NA,-0.893900440810445,-0.638930397687199
"521","Vsx2",0.808702220027681,NA,NA,NA,2.3119473255587,NA
"522","Wdhd1",NA,NA,NA,NA,-0.840756824047601,NA
"523","Xbp1",NA,NA,NA,NA,0.854291734480847,0.528331306951148
"524","Ybx2",NA,NA,NA,NA,-1.2084493391113,-0.830597962994675
"525","Yeats4",NA,NA,NA,NA,-0.731288096797805,NA
"526","Yy2",NA,NA,NA,NA,-1.15546747913587,-0.65766907205201
"527","Zbed4",NA,NA,NA,NA,-0.838499835842161,NA
"528","Zbtb10",NA,NA,NA,NA,-0.790123491150826,NA
"529","Zbtb12",-0.589308555496712,NA,NA,NA,-1.40073565486768,-0.801991398776866
"530","Zbtb14",NA,NA,NA,NA,-0.681570364288713,NA
"531","Zbtb16",-1.54403901686102,NA,NA,NA,-1.07347485660281,NA
"532","Zbtb17",NA,NA,NA,NA,-0.623322792801724,NA
"533","Zbtb20",0.627523179315757,NA,NA,NA,1.48510627743721,0.802155664936862
"534","Zbtb26",-0.50130256810208,NA,NA,NA,-1.24549174098506,-0.726546172122704
"535","Zbtb33",NA,-0.508684189911316,NA,NA,-1.07827819812175,-0.803036455819239
"536","Zbtb37",NA,NA,NA,NA,-0.529510789638113,NA
"537","Zbtb38",NA,NA,NA,NA,0.635285971414231,NA
"538","Zbtb39",-0.542720621397612,NA,NA,NA,-1.29945424175682,-0.747720217866307
"539","Zbtb4",0.728847982070439,NA,NA,NA,1.53636381054915,0.777865739423271
"540","Zbtb41",NA,NA,NA,NA,-0.813487925265398,-0.711385908406257
"541","Zbtb46",-0.511442280257642,NA,NA,NA,-0.724885191527917,NA
"542","Zbtb5",NA,NA,NA,NA,-0.860656675964584,NA
"543","Zbtb6",NA,NA,NA,NA,-0.776701718697205,-0.532052024021547
"544","Zbtb7a",NA,NA,NA,NA,0.955528416729722,0.737791460208506
"545","Zbtb7b",0.694499710568272,NA,0.845388676937193,0.845388676937193,2.35233509280745,1.51712356056958
"546","Zbtb7c",1.67434217808315,NA,NA,NA,2.17210002743675,NA
"547","Zbtb8a",NA,NA,NA,NA,0.540012949445577,NA
"548","Zeb1",NA,NA,NA,NA,0.610432356729013,NA
"549","Zeb2",1.28846936077415,0.726900288685695,NA,NA,2.31849016107444,0.96306775680617
"550","Zfhx2",NA,NA,NA,NA,-0.911936465715375,-0.719103863829075
"551","Zfhx3",NA,NA,NA,NA,-0.677534398398039,-0.702336383124981
"552","Zfhx4",NA,NA,NA,NA,-0.870072580017743,-0.71525870272934
"553","Zfp101",NA,NA,NA,NA,-1.20282407401511,-0.73583882968755
"554","Zfp105",NA,NA,NA,NA,-0.948167879610767,-0.558865800296862
"555","Zfp109",NA,NA,NA,NA,-0.637585548246432,NA
"556","Zfp11",NA,NA,NA,NA,-0.543886639748003,NA
"557","Zfp112",NA,NA,NA,NA,0.633608888287898,NA
"558","Zfp113",-0.605599815133119,NA,NA,NA,-1.18405219341071,-0.571854779560526
"559","Zfp119a",NA,NA,NA,NA,-0.542414673536683,NA
"560","Zfp128",NA,NA,NA,NA,-0.955421327017643,-0.512874071015069
"561","Zfp13",NA,NA,NA,NA,-0.676694234110004,NA
"562","Zfp131",NA,NA,NA,NA,-0.612349903839461,-0.554170812256908
"563","Zfp141",NA,NA,NA,NA,-0.7505552411155,-0.58110133497832
"564","Zfp143",NA,NA,NA,NA,-0.536820346618099,NA
"565","Zfp157",NA,NA,NA,NA,-0.661021007471919,-0.665144050223669
"566","Zfp160",NA,NA,NA,NA,-0.623209929905142,NA
"567","Zfp184",NA,NA,NA,NA,-1.41266310768524,-1.01727666362735
"568","Zfp2",NA,NA,NA,NA,-1.22767621580014,-0.720971561318784
"569","Zfp207",NA,NA,NA,NA,-0.636372398762026,NA
"570","Zfp219",NA,NA,NA,NA,-1.06720258386876,-0.659671301128396
"571","Zfp229",NA,NA,NA,NA,-0.562674413672335,-0.505902395291514
"572","Zfp239",NA,NA,NA,NA,-0.749553064141321,-0.519020809440306
"573","Zfp26",NA,NA,NA,NA,-0.97947735297574,-0.643954345967577
"574","Zfp266",NA,NA,NA,NA,-1.05734098534443,-0.761116087682466
"575","Zfp280b",NA,NA,NA,NA,-0.865658735831416,NA
"576","Zfp280c",NA,NA,NA,NA,-0.916941590735364,-0.728257266177005
"577","Zfp280d",NA,NA,NA,NA,-0.947639519783241,-0.657147415959884
"578","Zfp281",NA,NA,NA,NA,-1.06467065844671,-0.729783886335494
"579","Zfp286",NA,NA,NA,NA,-0.573732451726557,NA
"580","Zfp287",NA,NA,NA,NA,-0.750324485905546,NA
"581","Zfp292",NA,NA,NA,NA,-0.921034598451946,-0.629965707315543
"582","Zfp317",NA,NA,NA,NA,-0.794510387933477,NA
"583","Zfp322a",NA,NA,NA,NA,-0.876023507769979,-0.561860127663052
"584","Zfp326",NA,NA,NA,NA,-0.868657505172935,-0.603497902187807
"585","Zfp329",NA,NA,NA,NA,-0.788657233990394,-0.509756485032564
"586","Zfp334",NA,NA,NA,NA,-1.09963040836136,-0.726356597014739
"587","Zfp362",NA,NA,NA,NA,-0.650691336689057,-0.508494659608963
"588","Zfp36l1",0.58177803549854,NA,NA,NA,0.779171390093877,NA
"589","Zfp37",NA,NA,NA,NA,-1.10562404207902,-0.826206888636212
"590","Zfp385a",NA,NA,NA,NA,NA,0.549956014152945
"591","Zfp386",NA,NA,NA,NA,-0.7578664393174,-0.573870647217658
"592","Zfp397",NA,NA,NA,NA,-0.948962013530718,-0.685248525387521
"593","Zfp41",-0.577177656472128,NA,NA,NA,-1.2933085613155,-0.704561198005662
"594","Zfp410",NA,NA,NA,NA,-0.577960992955056,NA
"595","Zfp418",NA,NA,NA,NA,-0.793277636090271,NA
"596","Zfp422",NA,NA,NA,NA,-0.943983198125708,-0.703200051685449
"597","Zfp423",NA,-0.527226571045474,NA,NA,-1.01195575147719,-0.879026757419358
"598","Zfp433",NA,NA,NA,NA,-0.714879556901795,NA
"599","Zfp442",NA,NA,NA,NA,-0.905131055486273,-0.627775071327561
"600","Zfp445",NA,NA,NA,NA,-0.524700177327495,NA
"601","Zfp446",NA,NA,NA,NA,-0.865432512933869,NA
"602","Zfp454",NA,NA,NA,NA,-0.981585249190443,-0.652364586797613
"603","Zfp459",-0.667095385306324,NA,NA,NA,-1.30220417934567,NA
"604","Zfp473",-0.825322335276341,NA,NA,NA,-1.20978949634963,NA
"605","Zfp493",-0.502612334604261,NA,NA,NA,-1.03483376621101,-0.504196923769807
"606","Zfp503",NA,NA,NA,NA,-0.827065003760403,NA
"607","Zfp507",NA,NA,NA,NA,-0.617160805985541,NA
"608","Zfp51",NA,NA,NA,NA,-0.505681331205353,NA
"609","Zfp516",NA,NA,NA,NA,-0.869682509377947,NA
"610","Zfp518b",NA,NA,NA,NA,-1.07834738012769,-0.629870822727879
"611","Zfp524",NA,NA,NA,NA,1.00532179482453,0.667847564633358
"612","Zfp532",NA,NA,NA,NA,-0.790506103802646,-0.548722547906273
"613","Zfp536",1.4070595589419,NA,NA,NA,2.00181453095069,NA
"614","Zfp541",0.856916071851573,0.677604318777903,NA,NA,1.46813310839722,NA
"615","Zfp553",NA,NA,NA,NA,-0.84518546367199,NA
"616","Zfp558",NA,NA,NA,NA,-1.02707437848507,-0.947266900344604
"617","Zfp560",NA,NA,NA,NA,-0.696115464688804,NA
"618","Zfp563",NA,NA,NA,NA,-0.557520460753445,NA
"619","Zfp566",NA,NA,NA,NA,-0.777865602132539,NA
"620","Zfp575",0.522497472910534,NA,NA,NA,1.1138787690366,0.580053922310892
"621","Zfp58",NA,NA,NA,NA,-0.578339302754277,NA
"622","Zfp599",NA,NA,NA,NA,-1.59653241031425,-1.09344361323131
"623","Zfp60",NA,NA,NA,NA,-0.9464862651903,-0.694324583269037
"624","Zfp606",NA,NA,NA,NA,-1.12600645922812,-0.7015671216989
"625","Zfp609",NA,NA,NA,NA,-0.556800706924996,NA
"626","Zfp617",NA,NA,NA,NA,-0.881852651163314,-0.541657541662855
"627","Zfp618",NA,NA,NA,NA,NA,-0.571043389506436
"628","Zfp619",NA,NA,NA,NA,-0.650515066948666,NA
"629","Zfp62",NA,NA,NA,NA,-0.771332747166187,-0.538818102289105
"630","Zfp626",NA,NA,NA,NA,-0.698527819181055,NA
"631","Zfp629",-0.50685556570549,NA,NA,NA,-1.10539219752141,-0.592030635283583
"632","Zfp641",1.28328474054673,NA,NA,NA,1.96649569244739,NA
"633","Zfp644",NA,NA,NA,NA,-0.772042838474833,-0.562662682999799
"634","Zfp646",NA,NA,NA,NA,-0.60051202519952,NA
"635","Zfp647",NA,NA,NA,NA,-1.11338412961434,-0.60894909046528
"636","Zfp648",NA,-0.657777106791423,NA,NA,NA,NA
"637","Zfp65",NA,NA,NA,NA,-0.783648877235841,-0.607303575554122
"638","Zfp651",NA,NA,NA,NA,0.943718345126159,NA
"639","Zfp654",NA,NA,NA,NA,-0.68727019501801,-0.634462384093391
"640","Zfp663",NA,-0.663822593263552,-0.784449015218254,-0.784449015218254,-2.46117107315421,-1.63415943469781
"641","Zfp664",NA,NA,NA,NA,-1.23369796253422,-0.731227017728841
"642","Zfp668",NA,NA,NA,NA,-0.90577761398161,NA
"643","Zfp687",NA,NA,NA,NA,-0.650039067760484,NA
"644","Zfp689",NA,NA,NA,NA,-0.770522315476129,NA
"645","Zfp691",NA,NA,NA,NA,-0.556974959270962,NA
"646","Zfp697",NA,NA,NA,NA,-1.1247945173601,-0.73349285724286
"647","Zfp7",NA,NA,NA,NA,-0.865175233839725,NA
"648","Zfp708",NA,NA,NA,NA,-0.664473024556916,-0.652221338664062
"649","Zfp710",NA,NA,NA,NA,0.663337706895901,0.644214971164987
"650","Zfp711",NA,NA,NA,NA,-1.18379303878899,-0.90236039377969
"651","Zfp712",NA,NA,NA,NA,-0.569091763868198,NA
"652","Zfp719",NA,NA,NA,NA,-0.50059277651408,NA
"653","Zfp729a",NA,NA,NA,NA,-0.632853408366727,-0.609146924842287
"654","Zfp729b",NA,NA,NA,NA,-0.592318722915338,NA
"655","Zfp748",NA,NA,NA,NA,-0.72971893336814,NA
"656","Zfp750",NA,NA,NA,NA,1.59110672576864,NA
"657","Zfp758",NA,NA,NA,NA,-0.57473803513183,NA
"658","Zfp760",NA,NA,NA,NA,-1.15322988095454,-0.685017249284285
"659","Zfp763",NA,NA,NA,NA,-0.870950526212724,-0.584776910957745
"660","Zfp770",NA,NA,NA,NA,-0.590568846185627,-0.500455925260254
"661","Zfp772",NA,NA,NA,NA,-0.573821176195473,NA
"662","Zfp773",NA,NA,NA,NA,-1.09390075381321,-0.688446849112144
"663","Zfp775",NA,NA,NA,NA,-0.761966579852731,NA
"664","Zfp786",NA,NA,NA,NA,-0.557172220507384,-0.608967135336967
"665","Zfp788",NA,NA,NA,NA,-0.727459510982349,-0.542363963572383
"666","Zfp799",NA,NA,NA,NA,-0.860961526585787,-0.625666129607442
"667","Zfp808",NA,NA,NA,NA,-1.32773597029307,-0.899006189887928
"668","Zfp809",NA,NA,NA,NA,0.506738017691495,NA
"669","Zfp81",NA,NA,NA,NA,-0.752603427081217,-0.651961801273575
"670","Zfp810",NA,NA,NA,NA,-1.09333015920843,-0.725412648442616
"671","Zfp811",NA,NA,NA,NA,-0.600933338178849,NA
"672","Zfp819",-1.13783834038597,NA,NA,NA,-3.32031466606431,-1.72259565265919
"673","Zfp820",NA,NA,NA,NA,-0.722007894206644,NA
"674","Zfp831",2.99289934692373,0.60479207498122,-1.02082417452402,-1.02082417452402,2.72062160857398,NA
"675","Zfp850",NA,NA,NA,NA,-1.20825385483697,-0.698818101402522
"676","Zfp866",NA,NA,NA,NA,-0.611420868522967,NA
"677","Zfp868",NA,NA,NA,NA,-0.654800284154585,NA
"678","Zfp871",NA,NA,NA,NA,-0.675053707770277,NA
"679","Zfp873",NA,NA,NA,NA,-0.830117242976719,-0.615791603542713
"680","Zfp879",NA,NA,NA,NA,-0.973755070166315,NA
"681","Zfp882",NA,NA,NA,NA,-0.983976525229566,-0.739129217547576
"682","Zfp9",0.614870472166535,NA,NA,NA,0.717131005518306,NA
"683","Zfp92",NA,-0.577591959856165,NA,NA,-1.45099687584406,-1.23515041107115
"684","Zfp93",NA,NA,NA,NA,-0.630312525281506,NA
"685","Zfp930",NA,NA,NA,NA,-0.668347796847709,NA
"686","Zfp931",NA,NA,NA,NA,-0.912084252114465,-0.659805684591964
"687","Zfp932",NA,NA,NA,NA,-0.862770628142005,-0.607824792092055
"688","Zfp934",NA,-0.51595999068294,NA,NA,-1.35380093164942,-0.954448800354627
"689","Zfp935",NA,NA,NA,NA,-0.543360544124135,NA
"690","Zfp938",NA,NA,NA,NA,-0.662113864455329,-0.510404434438789
"691","Zfp940",NA,NA,NA,NA,-0.935193703331019,-0.549563909564278
"692","Zfp941",NA,-0.829363257506094,NA,NA,-1.96357165840992,-1.60444973243405
"693","Zfp942",NA,NA,NA,NA,-0.990862290980131,-0.770579167287258
"694","Zfp943",NA,NA,NA,NA,-0.578547178241956,-0.550490259535902
"695","Zfp944",NA,NA,NA,NA,-0.917345976062695,-0.63647223132567
"696","Zfp945",NA,NA,NA,NA,-0.743387264239141,-0.615434591508106
"697","Zfp946",NA,NA,NA,NA,-1.28354293460343,-0.822659416228483
"698","Zfp948",NA,NA,NA,NA,0.565842069052224,NA
"699","Zfp959",NA,NA,NA,NA,-0.634786147754425,NA
"700","Zfp960",NA,NA,NA,NA,-0.523614115295837,NA
"701","Zfp961",NA,NA,NA,NA,-0.754850140003203,NA
"702","Zfpm1",NA,NA,NA,NA,0.657890374411208,NA
"703","Zfpm2",1.44416363359658,NA,NA,NA,1.80798811133481,NA
"704","Zhx3",NA,NA,NA,NA,0.681313082132367,NA
"705","Zic1",NA,0.526460026080968,NA,NA,NA,1.09464875436679
"706","Zic2",-1.64678403363481,-1.06962557657782,NA,NA,-3.61863823260432,-1.75170939834047
"707","Zic3",-1.39626520293122,NA,NA,NA,-1.98718552456119,-0.534018925530978
"708","Zic4",-1.24362380717782,NA,NA,NA,NA,1.08367909686348
"709","Zic5",-1.98214395782881,-1.05691313146615,NA,NA,-3.70398216541653,-1.45762218359124
"710","Zik1",-0.729994978147792,-0.622544888319987,NA,NA,-1.94502362325473,-1.17822724899272
"711","Zim1",0.841603477663995,NA,NA,NA,1.14491702180448,NA
"712","Zkscan1",NA,NA,NA,NA,-0.717122389724333,NA
"713","Zkscan2",NA,NA,NA,NA,-1.0966845225017,-0.941277984539204
"714","Zkscan3",NA,NA,NA,NA,-0.604628097497438,NA
"715","Zkscan4",NA,NA,NA,NA,0.589710471420919,NA
"716","Zkscan5",NA,NA,NA,NA,-0.55752277323311,NA
"717","Zkscan8",NA,NA,NA,NA,-0.837185625733265,-0.576560257529047
"718","Znfx1",NA,NA,NA,NA,0.575982708779153,NA
"719","Zscan10",-0.921170764865366,-0.731293164108634,NA,NA,-2.07235228658759,-0.996004266182058
"720","Zscan12",NA,NA,NA,NA,-0.867869766909996,NA
"721","Zscan2",NA,NA,NA,NA,-0.984269201516885,-0.720969334300627
"722","Zscan20",NA,NA,NA,NA,-0.859236586086249,-0.526169827453133
"723","Zscan21",NA,NA,NA,NA,-0.586619154232944,NA
"724","Zxdb",NA,NA,NA,NA,-0.828179495301348,-0.746998742486395
